,GrowthRate,Fitted Value,Predicted Value,0.025,0.975,Mean (Prediction invertal)
2011-04-01,0.00687637768288929,0.0059814423641073085,,,,
2011-05-01,-0.0038750328181211824,-0.0011351291728806678,,,,
2011-06-01,0.010192325487894394,0.007798360167973247,,,,
2011-07-01,-0.005871326708928093,-0.0034230021183754788,,,,
2011-08-01,0.00283048521261664,0.004835899691774784,,,,
2011-09-01,0.007343300046839474,0.00419254061747339,,,,
2011-10-01,0.007847295614964,0.006522487517436063,,,,
2011-11-01,0.0028620301042916463,0.003816882904723936,,,,
2011-12-01,0.012389211838282232,0.00815336522249631,,,,
2012-01-01,-0.005483741354513572,-0.002263240190721866,,,,
2012-02-01,-0.002500256553063407,0.0010762191934141497,,,,
2012-03-01,0.008665849488933786,0.007406568804664734,,,,
2012-04-01,-0.009041520875392117,-0.005566440315138496,,,,
2012-05-01,-0.0013345003678970624,-0.0012933283836660237,,,,
2012-06-01,-0.0007179589024660649,0.0006848263094890217,,,,
2012-07-01,0.002406275111048073,0.004419939463165177,,,,
2012-08-01,0.0022937236568432162,0.001831932240915578,,,,
2012-09-01,0.002951641211726752,0.003234769510159815,,,,
2012-10-01,0.004501704802159834,0.004399639753678435,,,,
2012-11-01,-0.0008492436539986326,0.00025704196177938287,,,,
2012-12-01,-0.0032671711992249275,-0.00150938893486666,,,,
2013-01-01,0.011373134497184134,0.00923258998170163,,,,
2013-02-01,0.006411291581632339,0.0048761267405419036,,,,
2013-03-01,0.003306837567082832,0.003049162986936217,,,,
2013-04-01,-0.004662753640348627,-0.0019116172699294954,,,,
2013-05-01,0.01701780455436719,0.01315642623703964,,,,
2013-06-01,-0.007287404772650441,-0.0031616218709410236,,,,
2013-07-01,0.011786562935715894,0.008273726184597053,,,,
2013-08-01,0.007829678587006228,0.005474569256925266,,,,
2013-09-01,-0.0025728651366196953,-0.0006844482825487564,,,,
2013-10-01,0.003257924538507151,0.0040202076754330025,,,,
2013-11-01,0.0003167014833012072,0.0014383612219443854,,,,
2013-12-01,0.0006752725973353524,0.0013668418538561233,,,,
2014-01-01,0.00967373481228595,0.006309656025523538,,,,
2014-02-01,0.007906423638536664,0.006650651162313337,,,,
2014-03-01,-0.0022748896712216915,0.0010447069856769587,,,,
2014-04-01,0.01184356755245397,0.009918677965102065,,,,
2014-05-01,0.0027667179402066644,0.002790926942506007,,,,
2014-06-01,0.011606501641079792,0.008975243533280757,,,,
2014-07-01,0.0052295624248897,0.003593230762900228,,,,
2014-08-01,-0.0017695343377054362,-0.00038844942775694057,,,,
2014-09-01,0.0054148998320573405,0.0042378935654717766,,,,
2014-10-01,-0.0005489067330856079,0.0013459690742801311,,,,
2014-11-01,-0.0028393452761741322,-0.001076967250887889,,,,
2014-12-01,0.0015922272061483778,0.0021801306978964253,,,,
2015-01-01,-0.03370607841818152,-0.018642485160172376,,,,
2015-02-01,0.020622144921083052,0.013871320672042555,,,,
2015-03-01,0.012086327127350804,0.008120004709475348,,,,
2015-04-01,0.0012420945411162343,0.0018085366501575896,,,,
2015-05-01,0.007144542540369336,0.005946061041546832,,,,
2015-06-01,0.009706991034543089,0.006782411880111477,,,,
2015-07-01,0.007881175073232827,0.00690948561313355,,,,
2015-08-01,0.004063296105339731,0.003844287716934177,,,,
2015-09-01,-3.587290343409766e-05,0.0008823828246908216,,,,
2015-10-01,-0.0011606408921843725,-8.239811447342204e-05,,,,
2015-11-01,0.010901057083936516,0.00807152565078694,,,,
2015-12-01,-0.0011192621740594433,-0.002239683832669084,,,,
2016-01-01,0.012532788065025446,0.005886998696004537,,,,
2016-02-01,0.007740437733312122,0.006536384279178904,,,,
2016-03-01,-0.010224233913799785,-0.0038338600182293327,,,,
2016-04-01,0.009537345966981858,0.0071689082347920685,,,,
2016-05-01,-0.006482423501545154,-0.0036792369913831923,,,,
2016-06-01,0.010058166751062636,0.007546523661523463,,,,
2016-07-01,-0.004082689241552084,-0.0014920135080211839,,,,
2016-08-01,0.004095420299771169,0.0041009494533677604,,,,
2016-09-01,0.012502356857072128,0.008223487109825534,0.012502356857072128,,,
2016-10-01,0.006245071854933837,,0.003143736756300254,0.00026612682314205494,0.0035993181936708712,0.0019327225084064632
2016-11-01,0.005979510922933251,,0.004922252403645617,0.004499397258387208,0.004839549547026148,0.004669473402706677
2016-12-01,0.011278921254784136,,0.004170190237813439,0.0030926365923170844,0.004595417984333608,0.003844027288325346
2017-01-01,0.02710822633424459,,0.001140406779058395,0.004346870359157178,0.007170695305380396,0.005758782832268787
2017-02-01,-0.01124525137150345,,0.00278832252654436,0.0011609962860436858,0.005488925907031825,0.003324961096537755
2017-03-01,0.0022812426752432113,,0.004843729825203346,0.006262147276794872,0.006299831533061514,0.006280989404928192
2017-04-01,0.017830336156134496,,0.004589257541204828,0.00427799112191848,0.006066377987911122,0.005172184554914801
2017-05-01,-0.001989433520123818,,0.0003635385642926536,0.001552817611069867,0.0039286356173807765,0.002740726614225322
2017-06-01,0.0008095129294527492,,0.004349595798757495,0.00459474483830026,0.005358771394472409,0.004976758116386334
2017-07-01,0.0016999120942307044,,0.001317852622435849,0.0035347097168645777,0.00558404618701208,0.004559377951938329
2017-08-01,0.001155969784182087,,0.003341701448621722,0.001746975302344206,0.005992535967080548,0.003869755634712377
2017-09-01,-0.0012841799794431896,,0.002939797924240947,0.004041780184508481,0.004207470160208548,0.004124625172358514
2017-10-01,0.028598251761700277,,0.001403297819346544,0.002506874252172261,0.00574069906705118,0.00412378665961172
2017-11-01,-0.007081247038057459,,0.005489516918679466,0.00359030093139492,0.0041149872277186856,0.0038526440795568027
2017-12-01,0.0004910559254740487,,0.0031316418327687248,0.0010672572421624757,0.004077143109572579,0.0025722001758675278
2018-01-01,-0.00033154318385419934,,-0.004917711396847023,-0.009559253067619445,0.001840253939720313,-0.0038594995639495656
2018-02-01,-0.005286434813228547,,0.0018978214709523089,-0.0016508286411493355,0.004493665625125259,0.001421418491987962
2018-03-01,-0.00031263120851476867,,0.006733824925643407,0.005068455805391459,0.00662640794264343,0.0058474318740174445
2018-04-01,0.003847381991615828,,0.004774784987964118,0.0024793141666631584,0.005126012181285224,0.0038026631739741914
2018-05-01,0.027099002612448908,,0.004529714723449202,0.004595616301594844,0.00643138818693202,0.005513502244263432
2018-06-01,-0.004182079324548615,,0.0029250865994873898,0.0023768094409307044,0.007506195001811082,0.0049415022213708925
2018-07-01,-0.006695328182561133,,0.00482750697802798,0.0049209444412408355,0.005815444896488299,0.005368194668864568
2018-08-01,0.005201733921812224,,0.0016289116465923882,0.0006483648784279473,0.0022466237189233238,0.0014474942986756356
2018-09-01,0.003864593558117191,,0.004617394478737536,0.002286918155440383,0.006409958181579319,0.004348438168509851
2018-10-01,0.0034165043440621545,,0.0049472071951004205,0.003859999086081634,0.0046572911389027895,0.004258645112492212
2018-11-01,-0.0167575815156199,,-0.004226368655360465,-0.0024182548272106068,0.001160310128630783,-0.0006289723492899119
2018-12-01,0.006281603338085695,,-0.0008101372402785079,-0.006051290101685231,-0.0031730290562552335,-0.004612159578970232
2019-01-01,-0.008399210253562384,,-0.004781687351443462,-0.004052912156360291,0.005711433564396651,0.0008292607040181802
2019-02-01,0.0010659222764610732,,0.0025791617280037805,0.0009980014571392911,0.0026967734512519264,0.0018473874541956087
2019-03-01,0.01273838950564965,,0.00580614346005237,0.005394671204280274,0.005657394209869992,0.005526032707075133
2019-04-01,0.005815759003076515,,0.007426871440513565,0.008185598449315096,0.008829450578422543,0.00850752451386882
2019-05-01,0.008198255642381858,,0.0022438120478170875,0.0018941219657784695,0.0056648469444416615,0.0037794844551100656
2019-06-01,-0.0066515645788791655,,0.0037200258536621822,0.003363386127488527,0.006410769414406695,0.004887077770947611
2019-07-01,0.005349121148829017,,0.003345778448822285,0.002189251626039492,0.0033706276311449767,0.002779939628592234
2019-08-01,-0.0013252357284078142,,0.0032590285277573463,0.0034698332720451055,0.004925268623666238,0.004197550947855672
2019-09-01,-0.0013744097531326327,,-0.005638609219891078,-0.004764050225645254,0.0015772114303636725,-0.0015934193976407907
2019-10-01,-0.01342495559770085,,-0.0010046613310269947,0.0006534542269413625,0.001017550422378922,0.0008355023246601423
2019-11-01,0.006321844145275257,,0.0026037359883387535,0.0010698586178549052,0.0033626782100148723,0.0022162684139348885
2019-12-01,0.020948968039936844,,0.0035879815839917994,0.002642761489578943,0.002927552192329973,0.002785156840954458
2020-01-01,-0.00791586160577773,,-0.001493819122679363,-0.0018290070056643643,0.0006850177125713991,-0.0005719946465464825
2020-02-01,0.0039659894204464585,,0.002406896216657174,0.0017025388499335575,0.003544459639352018,0.002623499244642788
2020-03-01,-0.11655871894591785,,-0.0051854565927718895,-0.005430779145050477,0.004730183023665989,-0.00035029806069224395
2020-04-01,-0.23586147920412315,,0.00023142183005614547,-0.008510526063622906,-0.007280550657313301,-0.007895538360468104
2020-05-01,0.24000769067550776,,-0.01013753179736779,-0.0056513467458983845,-0.0034602959863699627,-0.004555821366134173
2020-06-01,0.22399044688505154,,0.03104101860623435,0.03342818130063623,0.042299810556907694,0.03786399592877196
2020-07-01,0.00013686194156936615,,0.014896383317855099,0.013519351791653565,0.014677884976311869,0.014098618383982717
2020-08-01,-0.003205137203898034,,0.0035484199148952044,-0.003355184417822848,0.006597064603803042,0.001620940092990097
2020-09-01,0.030328701594002583,,0.0038411898177941007,-0.0005849655847572478,0.0025314918119786604,0.0009732631136107063
2020-10-01,0.01180010526331321,,-0.0004940902903782262,-6.455852628708606e-05,0.0002530002722351297,9.422087297402182e-05
2020-11-01,0.0008018013638260157,,0.002771425004235354,-0.0114314940473055,0.000994262925921311,-0.0052186155606920945
2020-12-01,-0.04043264817387349,,-0.037047059402547836,-0.02580335154606031,-0.017946032463098123,-0.021874692004579217
2021-01-01,-0.019795299249452558,,0.006160743084845144,-0.00011348901111887203,0.014839461448969226,0.007362986218925178
2021-02-01,0.0674833127918455,,-0.0009497348625313451,-0.006568999256327461,-0.0041713856967086635,-0.005370192476518062
2021-03-01,0.049039724003399066,,0.01154209507479708,0.006776688651680854,0.014568890743968327,0.010672789697824592
2021-04-01,-0.049522695032625186,,-0.003910876404191878,-0.008237169783304812,-0.003892783872842803,-0.006064976828073808
2021-05-01,-0.019491895887031374,,0.0027599295524622968,-0.006693571110620088,-0.0013006329945940802,-0.003997102052607084
2021-06-01,0.04129161862558295,,0.016708477737080472,0.007227516849856265,0.008321049020577467,0.007774282935216866
2021-07-01,-0.00012441855104894373,,0.01360700647022443,0.011912642943849897,0.016276400886473873,0.014094521915161884
2021-08-01,0.016096385693235016,,0.00230244265265201,-0.004436458252313261,0.005248361028800278,0.0004059513882435084
2021-09-01,-0.00862780578907385,,-0.017819275188564784,-0.01604516536118159,-0.007018287256134073,-0.011531726308657833
2021-10-01,0.01779030437161544,,0.0034588775791777548,0.0011159144735872228,0.0011575301127268057,0.0011367222931570142
2021-11-01,0.009133004877878603,,0.00485061708985151,0.0025774191168700788,0.0044257242183928375,0.003501571667631458
2021-12-01,-0.014142647465001601,,-0.04922753827811916,-0.03794264050375993,-0.03100236632338217,-0.034472503413571054
2022-01-01,0.03345307999189706,,-0.0002604427177846136,-0.0012960025432801757,0.0023374884267750415,0.000520742941747433
2022-02-01,0.0006972908634448327,,0.008250989994368761,0.0093609654532712,0.015868981213756215,0.012614973333513708
2022-03-01,,,0.004384875601106873,0.005390722926947371,0.010736284775480168,0.00806350385121377
2022-04-01,,,-0.0018163011173411483,-0.012514838226043636,-0.0016460393774246536,-0.007080438801734144
