date,841_costco,841_superstore,841_sobeys,841_no frills,841_walmart,47_ford,47_toyota,47_dodge,47_honda,47_nissan,1190_wolseley,1190_ford,1190_chrysler,1190_automotive,1190_gm,1191_bmx,1191_velo,1191_bicycle,1191_bikes,1191_bike,1140_canoe,1140_bateau,1140_sail,1140_kayak,1140_boat,1213_camper,1213_trailers,1213_rv,1213_roulotte,1213_trailer,1013_cars,1013_classic cars,1013_tucker,1013_encan,1013_vintage,1214_hebdo,1214_trucks,1214_trailers,1214_truck,1214_trailer,806_mclaren,806_spartan,806_lamborghini,806_performance,806_bugatti,810_electric car,810_motor,810_hybrid,810_prius,810_toyota,1317_morris,1317_smart,1317_mini,1317_buddy,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_motorcycle,273_harley,148_arctic cat,148_polaris,148_atv,148_ski doo,148_skidoo,1147_aircraft,1147_airplane,1147_titan,1147_cessna,1147_plane,1212_yamaha,1212_roller,1212_scooters,1212_vespa,1212_scooter,610_truck,610_ford,610_suv,610_dodge,610_vans,815_bmw,815_ford,815_toyota,815_dodge,815_honda,1294_points,1294_permis de conduire,1294_speeding ticket,1294_driving test,1294_speeding,170_address change,170_plate,170_license,170_driving,170_driving school,138_mechanic,138_tools,138_auto repair,138_apk,138_automotive,89_tires,89_auto parts,89_garmin,89_tire,89_parts,473_cars,473_autotrader,473_car,473_used,473_auto,803_auto show,803_home show,803_convention centre,803_car show,803_2010,121_super,121_circulaire,121_super c,121_grocery,121_iga,276_restaurants,276_pizza pizza,276_restaurant,276_pizza,276_tim hortons,650_home depot,650_doors,650_wood,650_air conditioner,650_portail,73_sears,73_walmart,73_canadian tire,73_store,73_walmart canada,355_livres,355_librairie,355_books,355_renaud,355_livre,1146_games,1146_game,1146_eb,1146_ebgames,1146_eb games,18_amazon,18_walmart,18_netflix,18_canadian tire,18_kijiji,1225_costco,1225_outlets,1225_wholesale,1225_costco hours,1225_outlet,270_light,270_ikea,270_lighting,270_ikea canada,270_furniture,659_shell,659_gas station,659_oil,659_alberta,659_gas,1268_costco,1268_gas prices,1268_costco gas,1268_gas,1268_gas buddy,38_desjardins,38_insurance,38_assurance,38_blue cross,38_saaq,844_scanner,844_display,844_barcode,844_rfid,844_pos,614_cineplex,614_centre bell,614_ticketmaster,614_vancouver,614_ticket
2017-11-01,78,35,43,40,49,70,75,78,72,84,84,20,6,20,5,22,12,16,14,16,24,17,61,34,14,24,19,22,13,21,30,38,20,75,56,44,71,38,79,40,63,18,67,29,47,28,50,26,43,25,31,16,15,37,55,26,32,18,24,38,61,54,43,42,36,26,25,30,26,18,21,51,28,11,33,77,77,58,79,62,4,64,68,73,65,74,65,62,54,55,53,46,41,59,53,70,44,75,30,65,97,77,30,96,60,39,61,33,42,33,3,3,49,5,5,55,43,53,18,29,53,84,63,84,48,52,72,67,2,31,25,63,58,77,80,72,38,18,78,81,66,33,65,42,67,65,83,62,56,46,65,23,65,47,62,66,65,94,54,85,56,45,40,33,68,22,13,22,19,24,36,58,62,74,51,37,70,32,21,48,60,37,42,44,37
2017-12-01,47,57,63,43,63,63,64,73,62,72,70,21,9,18,4,18,10,13,14,14,17,18,77,32,13,21,19,18,9,19,33,44,18,40,61,37,67,33,75,37,67,17,56,27,34,27,41,20,39,24,30,17,13,40,61,29,35,20,24,41,79,66,43,60,47,23,26,33,27,14,18,48,20,9,24,71,72,56,73,51,4,58,54,68,56,55,62,56,44,47,54,43,40,52,44,58,42,64,33,52,50,64,32,58,54,38,56,29,37,30,4,3,33,8,4,67,47,66,22,41,58,97,68,97,61,39,59,62,2,23,18,76,65,85,70,64,54,22,95,100,70,40,70,43,72,61,86,71,57,43,88,21,59,74,66,66,61,74,53,78,63,57,35,26,72,17,10,17,15,19,35,50,55,69,43,45,66,33,20,41,80,31,43,40,36
2018-01-01,29,32,45,40,36,73,68,81,67,77,76,23,11,18,5,17,10,14,13,13,18,23,47,44,25,28,28,32,18,27,33,43,29,56,59,41,67,38,75,44,64,19,51,29,31,22,44,23,44,27,30,15,18,45,68,29,34,21,29,44,75,71,42,58,50,21,24,31,27,13,18,56,14,12,17,73,83,67,84,49,4,70,66,77,63,72,70,59,45,57,54,41,43,66,56,64,42,68,32,63,24,66,28,36,55,40,62,33,42,33,24,17,34,23,4,59,44,57,21,33,55,86,60,86,58,46,69,63,2,29,13,43,33,54,27,69,31,20,46,62,36,22,36,25,36,46,46,65,32,42,58,13,49,41,36,61,69,87,56,74,57,46,38,30,66,17,10,18,15,20,36,59,65,87,44,40,63,33,19,46,75,33,36,40,33
2018-02-01,36,31,46,46,36,69,71,79,67,81,74,21,8,18,5,15,17,17,17,16,19,29,50,45,21,32,34,36,28,36,32,43,39,65,63,46,68,42,74,47,58,21,51,32,33,23,47,26,50,32,50,13,18,44,55,32,43,24,31,52,83,66,43,56,51,20,26,30,25,15,21,62,15,14,20,71,81,66,72,55,4,66,64,76,64,74,71,60,47,58,57,46,43,63,57,60,45,58,31,53,24,62,25,30,55,44,59,35,45,35,27,34,53,51,5,52,43,50,20,28,59,87,64,87,53,45,68,60,2,34,5,40,34,56,20,59,27,16,37,53,29,20,27,29,28,40,42,60,27,42,53,18,48,42,37,53,59,86,49,67,54,43,37,35,64,17,9,17,15,23,38,58,64,78,44,30,63,27,22,50,65,28,45,38,32
2018-03-01,49,34,50,47,37,79,82,88,77,92,71,22,10,18,5,23,28,25,26,24,20,26,47,47,26,40,39,40,45,44,34,46,34,99,67,50,73,54,78,57,63,20,48,29,28,32,46,30,58,37,33,19,20,42,61,35,51,30,40,59,59,68,48,34,31,24,25,39,29,15,26,57,21,16,31,83,87,80,90,71,5,73,79,83,73,89,78,75,57,72,60,55,49,73,68,62,46,64,38,57,32,85,27,42,68,44,61,38,49,38,13,76,52,44,4,56,44,53,22,31,59,83,66,83,58,54,78,65,3,27,4,44,37,57,30,61,29,18,41,47,32,25,31,31,32,40,48,60,34,46,54,23,53,39,52,56,64,85,52,77,59,54,37,35,71,25,15,25,23,36,43,62,77,81,57,40,66,37,19,46,69,30,49,49,34
2018-04-01,41,30,43,42,36,78,83,85,83,90,67,22,7,21,4,32,46,35,34,33,23,36,45,55,28,45,44,44,47,53,30,42,24,92,55,51,73,57,71,77,67,19,75,33,27,38,48,35,62,41,42,16,18,50,92,36,55,34,47,69,29,41,52,15,14,25,29,51,31,18,33,61,25,22,45,88,85,79,82,72,5,77,79,81,75,86,81,66,56,63,64,55,51,73,70,64,44,71,29,59,45,75,28,58,64,44,63,38,49,38,3,35,42,33,5,54,41,52,21,32,57,76,64,76,54,57,79,74,7,26,4,45,46,53,37,60,31,14,37,52,27,24,26,25,27,40,49,57,39,47,60,17,49,42,50,52,67,81,53,74,58,52,41,36,71,34,23,35,31,55,40,64,74,73,68,38,69,34,23,51,61,17,35,35,35
2018-05-01,36,35,49,45,41,80,82,88,90,94,75,20,13,19,5,39,58,48,43,53,29,45,48,67,42,63,55,61,68,75,32,42,20,85,71,45,74,59,73,82,81,27,62,33,33,37,46,39,79,48,38,19,23,46,72,42,69,41,57,81,20,36,55,6,5,23,27,33,28,15,38,67,29,29,60,84,84,73,84,69,5,74,78,85,83,83,88,87,65,83,64,55,56,79,75,73,42,86,24,66,44,90,32,61,77,45,66,40,50,40,1,8,42,33,5,59,45,56,22,33,61,77,70,77,71,78,91,81,29,27,3,51,60,56,38,59,31,16,36,51,24,19,23,26,24,39,53,54,52,50,70,19,57,56,73,48,60,78,51,66,65,64,43,33,81,36,22,37,32,57,40,72,74,64,73,42,60,35,21,42,48,20,46,38,40
2018-06-01,37,34,53,45,38,84,77,85,83,93,97,22,10,21,5,39,54,43,40,47,31,54,58,77,50,67,52,64,67,76,34,41,19,67,76,42,74,58,73,81,84,35,60,32,44,29,49,34,66,45,29,17,18,47,74,41,77,38,56,84,17,33,46,5,5,26,27,29,33,17,38,66,29,27,55,84,86,74,85,67,5,74,71,83,76,88,91,71,69,71,68,59,60,78,72,77,39,75,26,62,28,82,33,46,70,44,66,39,49,38,1,4,42,56,5,63,43,61,26,35,63,83,72,83,66,67,82,73,29,32,3,49,58,58,27,61,28,15,32,47,32,23,30,33,31,41,52,56,50,46,69,26,52,58,60,49,62,75,49,65,65,64,41,30,79,30,16,29,25,40,39,67,70,69,69,36,62,30,23,52,67,16,29,34,24
2018-07-01,51,37,55,49,42,82,80,89,90,98,94,23,8,18,5,38,49,43,39,45,32,79,73,97,63,83,64,82,89,89,37,47,21,61,77,50,73,66,76,78,79,26,57,30,30,32,49,35,65,42,35,15,16,50,67,40,67,36,54,78,19,34,49,5,5,25,26,31,32,17,33,68,30,25,53,90,88,80,92,66,5,76,76,86,78,100,80,78,82,78,71,63,59,90,79,76,40,88,27,66,28,83,34,45,67,45,61,38,50,38,2,3,32,59,4,59,44,55,30,34,85,88,78,87,77,79,81,72,48,15,3,60,65,62,38,62,30,19,35,49,30,19,30,33,31,47,62,55,47,48,72,30,54,58,66,51,71,77,56,71,66,75,38,27,85,34,19,35,28,49,41,70,70,67,62,33,65,31,26,48,83,15,34,35,30
2018-08-01,46,35,51,47,41,82,82,88,84,97,80,17,7,18,5,34,45,35,34,36,29,66,66,84,55,72,63,72,82,83,34,42,24,61,72,48,69,60,77,79,88,24,55,31,38,28,39,34,63,42,32,16,21,42,79,37,61,35,47,73,25,38,49,11,9,30,34,34,37,28,30,64,28,30,51,89,92,82,83,91,5,77,80,86,77,79,78,89,68,85,70,71,64,92,87,74,38,76,27,64,31,81,33,46,66,47,65,40,52,39,2,5,34,54,4,55,44,53,31,32,85,89,79,89,73,64,83,72,22,29,3,55,52,64,45,67,46,19,41,55,34,22,34,33,34,46,58,55,41,46,68,27,56,57,76,55,78,74,59,75,69,91,38,29,90,31,14,32,24,42,41,71,72,69,64,34,69,29,21,58,68,13,32,33,30
2018-09-01,35,34,54,47,39,84,79,82,77,89,83,19,4,16,4,28,30,27,25,26,21,44,59,49,32,47,42,47,50,52,34,44,23,75,61,48,73,50,73,66,72,23,52,29,40,30,42,34,52,35,33,16,20,51,56,30,44,27,37,55,35,49,52,18,16,26,27,35,29,17,24,70,24,20,37,82,86,79,86,67,5,84,77,78,72,85,77,88,55,82,69,56,54,77,71,77,40,74,30,62,54,83,28,58,66,43,60,39,50,37,2,19,49,34,5,62,43,60,28,35,69,90,69,90,74,59,88,72,6,33,3,55,50,62,36,59,38,24,36,58,37,23,37,36,38,46,58,55,40,44,68,19,57,57,62,60,72,79,56,73,66,71,37,28,79,30,15,31,24,42,39,67,67,67,63,39,62,33,23,48,50,28,41,37,38
2018-10-01,34,33,48,43,39,78,84,80,75,92,79,23,8,17,5,18,16,17,17,18,17,24,51,40,19,29,29,33,23,35,31,42,22,63,66,38,66,42,76,54,60,14,47,29,33,28,44,32,60,44,40,15,16,49,87,27,31,19,26,40,42,50,46,24,22,21,26,33,25,16,22,65,19,13,31,73,82,73,78,56,5,74,77,75,71,90,81,66,61,65,65,49,48,72,61,70,43,70,31,61,83,75,22,86,62,41,53,37,45,37,2,8,52,7,4,54,42,52,24,30,62,84,65,84,69,52,76,68,3,37,4,51,39,68,30,55,31,17,36,54,38,22,38,38,39,52,56,52,39,42,63,20,50,48,55,62,58,84,46,70,71,51,44,30,73,30,15,31,24,42,38,65,67,73,61,23,65,26,23,47,55,34,43,42,37
2018-11-01,55,34,46,42,49,70,79,78,70,89,89,39,13,27,64,15,13,15,15,15,15,19,72,37,15,26,20,22,12,21,26,33,22,58,85,34,66,37,70,43,57,14,47,26,31,27,48,28,61,36,29,17,15,45,65,27,29,16,20,37,60,57,40,40,41,23,26,31,27,17,17,66,20,13,34,78,71,62,72,64,4,63,73,69,64,68,62,64,48,62,60,48,47,67,61,80,49,87,29,69,92,69,28,95,58,38,48,33,40,34,3,4,47,6,4,60,47,59,22,34,58,82,63,82,55,49,71,66,3,47,4,68,64,84,50,72,39,18,57,79,58,33,57,55,59,76,88,55,60,39,71,25,47,46,71,67,65,87,52,75,59,51,45,40,73,31,16,32,25,47,39,63,64,73,57,36,79,35,22,50,62,34,44,48,46
2018-12-01,49,56,68,48,63,67,72,70,61,70,71,30,9,16,17,15,12,15,13,14,14,20,74,33,14,24,18,21,11,19,28,40,27,68,74,36,69,30,75,41,66,14,47,29,27,28,42,28,44,30,35,18,20,45,53,27,37,19,22,45,72,67,39,53,50,20,24,33,24,18,25,74,17,10,28,72,77,63,72,63,4,61,64,61,56,68,63,55,44,52,54,44,44,58,50,72,49,58,33,55,35,60,34,46,54,36,42,31,37,33,4,3,26,8,4,69,48,68,27,43,67,92,72,92,73,39,59,65,2,28,3,87,69,95,46,74,54,23,84,87,72,41,72,69,74,71,94,63,58,36,87,22,47,80,82,69,65,75,54,72,61,60,42,45,73,31,15,32,24,46,36,56,58,67,46,39,66,34,22,50,74,30,46,40,42
2019-01-01,34,33,46,44,38,72,78,74,65,79,87,24,8,21,12,15,12,15,14,15,14,24,55,42,23,29,27,31,19,30,30,45,21,51,62,37,68,38,74,45,64,15,46,27,34,24,47,30,51,35,40,16,18,47,75,30,34,20,29,44,80,71,43,60,56,23,28,49,29,16,17,73,15,14,23,77,81,75,73,47,4,72,79,68,61,85,60,64,51,67,60,45,46,72,61,71,43,65,29,57,25,62,29,36,57,38,47,35,41,34,17,18,41,22,4,60,46,59,24,36,58,82,60,82,61,44,69,67,2,37,3,50,35,55,30,60,34,21,40,62,33,22,32,36,33,54,52,64,34,36,58,12,50,41,43,60,68,78,56,71,72,51,39,35,71,23,12,24,19,34,39,68,66,85,48,43,65,36,22,51,65,27,35,35,27
2019-02-01,35,31,47,48,40,74,78,76,66,85,88,21,8,20,11,17,16,16,15,15,15,26,46,43,25,31,29,34,24,32,31,43,22,54,75,45,73,42,81,48,53,18,43,29,29,29,46,30,49,37,46,16,14,44,63,29,36,24,30,47,96,69,43,64,60,26,26,33,28,16,18,74,15,15,24,81,85,83,75,53,4,71,78,71,65,68,65,52,46,52,57,50,48,68,60,72,42,67,27,59,26,64,23,34,58,41,52,34,44,37,22,32,46,48,4,60,48,57,23,34,63,86,62,86,64,43,72,65,3,52,3,46,31,54,37,63,31,14,38,55,23,21,21,27,22,45,49,54,32,36,57,17,49,47,41,55,57,76,49,63,62,53,38,31,72,24,12,25,21,37,39,67,68,73,48,44,70,38,21,55,50,31,44,39,34
2019-03-01,35,30,44,43,38,79,88,83,81,92,81,20,11,21,7,23,27,25,27,25,17,36,48,48,26,44,39,39,43,47,35,47,23,89,56,49,70,52,83,63,61,18,51,30,50,33,47,37,53,41,36,16,21,63,59,36,50,33,39,59,63,67,47,41,38,35,33,33,27,20,30,72,23,18,36,86,89,77,82,75,5,75,86,77,74,94,85,73,59,74,63,58,56,83,81,79,47,70,28,65,33,81,23,45,69,44,55,39,50,41,8,82,49,38,4,59,46,58,23,32,64,84,65,84,74,54,77,65,6,41,2,47,35,54,37,61,27,17,38,53,26,18,25,25,26,47,50,50,36,40,60,19,53,45,50,57,59,83,46,73,64,57,37,31,73,31,17,32,26,50,44,74,79,79,52,47,70,37,20,66,72,31,37,40,31
2019-04-01,39,36,51,50,46,85,94,85,88,100,93,25,9,23,7,34,47,40,37,41,21,35,52,54,30,53,45,44,46,55,35,49,24,84,71,50,75,58,80,77,56,16,51,35,32,50,55,52,75,54,37,17,13,68,79,37,56,41,52,70,30,43,58,14,12,25,28,28,28,16,34,73,36,26,56,89,94,92,86,96,5,77,88,83,80,96,84,77,60,76,65,80,67,80,74,76,52,78,30,68,52,80,28,65,75,45,59,42,52,43,6,32,43,36,5,65,44,62,26,36,65,83,66,83,73,62,88,75,9,35,3,56,47,65,34,57,28,14,38,61,23,22,22,24,21,51,58,50,46,41,72,18,67,61,64,57,60,81,49,71,76,65,41,35,78,40,26,41,43,80,46,93,83,69,63,42,69,31,18,57,76,26,34,32,35
2019-05-01,39,35,51,48,45,79,88,78,84,93,75,34,5,17,9,37,58,40,38,43,21,45,52,56,41,64,49,60,62,72,29,39,19,76,71,47,75,58,77,79,69,21,51,33,30,53,43,50,73,52,40,18,21,47,66,40,59,35,52,70,19,35,55,6,6,23,30,36,29,21,41,83,34,22,65,92,85,79,79,100,5,73,85,74,75,82,82,93,58,78,58,59,56,81,73,80,43,85,29,69,40,81,31,58,70,42,58,39,48,41,1,8,38,34,4,61,47,60,27,37,68,84,67,84,73,73,88,79,18,34,2,53,54,61,35,61,31,15,34,50,22,22,20,24,20,47,56,50,52,40,71,21,76,58,60,50,64,76,54,64,60,61,40,31,75,31,18,31,27,52,48,77,83,63,63,37,69,32,16,54,68,19,39,30,42
2019-06-01,39,35,49,47,44,78,84,83,80,89,77,30,7,24,7,39,58,41,38,47,24,55,59,67,50,72,48,67,64,73,34,43,19,57,68,44,70,56,79,76,84,29,59,29,34,38,42,41,66,47,38,15,24,50,78,38,57,37,53,70,17,32,47,5,4,26,28,44,28,24,35,75,38,30,70,94,85,74,89,98,5,71,80,77,71,84,94,85,63,79,63,66,60,88,85,87,46,73,29,61,30,82,33,47,68,42,61,39,48,38,1,3,41,60,4,63,43,62,29,39,75,88,70,88,80,73,81,74,28,45,2,57,57,63,37,61,26,18,32,39,27,22,26,30,26,51,58,51,53,37,70,25,76,55,64,50,62,74,49,67,65,74,39,31,83,34,16,34,26,58,72,76,76,62,57,40,65,32,17,69,69,14,35,39,39
2019-07-01,41,36,53,49,48,79,89,85,88,93,96,20,5,19,4,39,57,43,41,49,26,75,71,87,62,84,60,82,82,86,33,39,24,65,69,52,72,62,73,82,80,21,54,33,24,32,53,39,58,44,37,17,19,52,100,38,58,37,52,72,19,31,45,8,6,25,26,40,27,20,34,72,45,27,82,90,87,82,89,81,5,76,85,81,77,90,100,96,65,95,76,62,64,98,98,93,39,91,30,68,29,90,33,48,73,44,60,42,49,40,1,3,33,59,4,62,46,61,34,38,82,90,79,90,91,75,82,74,36,21,2,62,55,65,39,53,31,18,37,45,24,17,24,27,24,62,62,54,50,39,72,27,57,54,69,52,67,72,52,70,70,88,36,23,88,31,15,31,25,53,72,80,80,61,59,37,63,33,18,59,83,16,34,37,26
2019-08-01,42,38,53,53,43,79,90,84,82,95,92,14,8,15,4,37,51,36,37,41,23,58,57,74,56,78,58,73,79,82,36,49,20,69,68,47,70,56,78,80,84,21,55,26,43,33,44,36,65,43,36,17,19,42,88,34,56,33,46,69,24,36,52,10,9,26,25,31,35,16,30,64,54,25,89,92,88,82,82,100,25,76,90,82,75,93,87,88,79,85,76,69,66,92,86,90,41,88,32,69,33,84,32,49,70,43,63,40,48,42,1,4,36,60,5,62,45,60,33,37,90,90,81,90,83,63,83,79,11,32,2,60,44,69,37,61,44,19,39,53,25,20,24,24,25,61,61,52,45,37,77,28,61,63,80,56,78,77,59,74,67,91,35,23,91,32,14,33,24,44,57,87,75,66,62,37,64,30,19,57,78,20,31,30,30
2019-09-01,38,34,49,46,40,75,84,77,75,85,76,19,9,23,63,31,31,25,27,27,16,33,53,45,33,47,38,45,43,50,31,41,23,81,76,45,68,49,75,63,71,18,57,27,46,37,42,42,61,46,37,16,18,40,78,32,42,25,34,51,32,45,49,17,15,26,25,26,33,16,30,67,45,15,70,79,82,77,68,80,100,72,82,74,71,93,63,80,62,69,71,56,57,87,83,87,43,77,30,62,51,75,28,57,66,44,61,39,46,38,2,16,41,31,4,66,42,64,28,37,71,86,66,86,86,59,85,73,4,42,2,54,39,65,33,58,35,21,37,54,26,21,25,30,26,60,56,54,39,34,68,22,69,55,62,59,72,79,54,73,61,74,39,27,79,30,14,31,22,41,56,95,75,70,58,42,75,39,21,68,61,30,43,41,38
2019-10-01,38,35,51,47,41,74,82,74,73,87,79,24,8,21,100,22,18,18,19,19,10,23,46,33,20,35,24,32,25,32,29,38,20,71,64,40,63,40,77,56,74,12,50,28,27,41,45,42,66,46,31,17,21,44,73,26,31,21,26,40,38,45,44,25,22,22,24,26,26,13,21,57,32,12,44,81,80,69,71,72,4,70,77,71,67,81,73,76,63,67,72,51,53,79,69,76,47,81,29,70,78,72,24,81,68,41,55,37,45,36,2,13,41,7,4,66,44,63,26,33,63,82,65,82,77,54,79,71,3,49,2,50,33,66,33,60,32,16,39,58,24,21,23,26,23,62,54,49,39,31,68,23,57,51,58,62,62,81,46,68,61,67,39,36,76,29,12,30,21,42,60,87,76,74,56,41,66,34,22,61,66,26,34,35,32
2019-11-01,55,36,41,42,53,82,83,73,71,83,84,22,8,22,7,19,13,16,15,16,11,17,67,29,15,28,18,21,12,19,27,34,36,57,76,38,62,32,75,42,59,14,44,27,24,35,44,39,54,44,32,19,21,43,90,25,28,16,21,33,58,54,42,41,36,22,25,29,25,15,18,75,24,12,35,100,76,75,72,66,4,82,74,67,65,79,63,65,52,60,58,47,48,69,58,84,50,80,31,67,97,70,29,100,63,40,46,35,43,34,3,3,39,8,4,64,45,63,24,34,60,86,63,86,69,52,76,64,3,58,3,65,63,82,56,63,35,17,53,71,42,29,41,45,42,87,83,50,62,31,79,19,51,54,70,70,65,83,50,76,61,59,37,32,71,26,11,26,19,37,58,76,71,69,50,37,69,35,18,58,64,44,30,31,29
2019-12-01,59,59,63,50,75,72,70,66,57,68,67,17,8,14,8,16,13,15,15,15,10,21,72,31,14,27,16,18,12,19,30,38,100,58,79,32,64,31,73,40,56,13,41,27,30,31,46,33,49,39,29,18,20,60,66,24,33,17,22,42,69,63,39,50,44,22,25,27,27,16,21,77,18,14,30,73,80,72,60,73,3,69,65,61,53,68,65,54,46,53,53,46,46,63,52,75,54,78,34,57,36,74,35,48,62,38,46,34,40,31,2,5,31,9,4,74,46,73,28,45,67,93,69,93,85,42,66,65,3,39,2,81,60,100,59,77,49,18,80,77,50,39,49,50,50,96,92,56,59,29,93,22,70,96,83,71,68,75,53,73,69,68,34,25,74,23,10,24,18,32,58,75,61,72,39,47,70,39,23,57,80,29,31,33,34
2020-01-01,34,36,48,47,40,72,76,69,60,79,76,20,9,20,6,15,14,14,13,14,11,23,45,38,21,27,22,28,19,25,31,41,39,46,75,35,65,34,80,47,58,16,39,27,29,31,46,38,50,39,34,17,15,62,84,29,32,21,28,40,83,68,40,65,65,26,27,30,24,19,21,72,14,13,24,79,77,73,65,55,4,70,72,66,55,88,73,63,61,60,57,45,49,74,63,80,45,76,28,61,28,80,26,39,74,40,51,36,44,33,9,15,33,17,4,64,45,64,26,35,58,84,61,84,79,43,72,64,3,46,2,47,31,58,30,63,31,20,45,60,25,21,24,24,25,63,49,57,33,28,59,14,70,43,43,63,66,79,51,68,57,53,37,28,66,25,10,25,18,33,62,83,81,82,49,48,74,39,21,68,68,28,35,27,29
2020-02-01,35,35,49,57,39,75,77,71,65,80,69,19,4,14,7,14,17,17,17,17,11,27,48,38,23,32,31,34,25,33,27,34,28,63,65,42,65,40,80,50,53,16,41,29,32,31,44,40,52,43,44,15,14,56,55,29,39,23,31,49,75,73,41,70,68,23,29,30,28,17,21,73,17,14,28,76,85,80,73,59,4,73,73,67,59,94,66,72,52,68,58,72,61,73,65,81,46,78,27,56,24,91,24,34,76,44,52,38,49,34,22,35,44,43,4,65,46,61,28,34,64,88,66,88,74,42,72,67,3,68,2,45,27,57,28,61,28,17,37,55,22,19,20,22,20,61,47,51,31,28,64,16,75,50,42,59,59,81,45,69,58,54,37,30,69,30,13,31,22,39,60,84,81,77,47,36,69,36,20,66,52,37,46,40,39
2020-03-01,69,91,86,86,75,72,62,58,54,61,64,65,16,28,16,20,26,23,25,24,11,23,39,23,19,34,24,29,25,30,29,38,26,78,53,34,56,37,62,46,62,13,36,27,28,22,40,29,37,28,35,14,11,73,52,29,36,22,29,46,48,59,41,32,33,21,24,25,23,13,25,64,19,15,38,67,68,49,52,57,3,65,60,55,49,61,57,54,37,51,56,54,47,55,50,63,46,64,26,51,28,88,20,36,76,35,40,33,39,29,5,28,23,16,4,85,61,84,100,99,37,77,40,77,88,45,67,63,3,39,2,70,44,63,52,65,29,14,43,59,35,28,34,36,34,68,70,69,41,26,91,8,86,92,28,50,56,65,45,56,68,48,48,46,71,62,39,63,61,100,65,86,93,64,49,38,57,38,14,68,35,14,21,16,17
2020-04-01,93,100,100,100,100,66,55,58,57,52,58,39,7,19,9,35,68,51,51,66,14,27,43,23,26,37,27,28,23,30,33,44,30,61,69,27,57,42,59,56,55,23,40,30,20,17,39,20,21,17,28,13,19,64,52,37,43,30,39,54,28,46,62,13,14,22,23,31,23,16,32,91,26,21,58,64,62,39,48,63,3,59,49,55,46,40,63,52,20,46,82,44,43,31,18,60,46,59,26,51,39,96,20,55,88,33,37,27,34,26,0,2,8,4,3,97,100,98,83,100,15,87,28,87,40,74,71,84,6,30,2,100,82,74,96,69,40,22,56,68,23,24,21,27,21,88,99,77,85,27,100,3,86,100,18,58,68,62,71,62,58,41,59,37,59,27,18,26,23,42,64,75,66,36,51,29,50,29,11,68,3,3,7,4,6
2020-05-01,77,74,71,82,78,77,74,74,74,74,86,35,7,22,9,53,100,68,89,97,21,53,61,58,45,67,45,57,51,65,32,44,31,51,81,42,65,60,76,84,69,18,51,32,26,19,47,29,34,29,30,15,23,64,62,44,56,37,47,65,22,47,72,7,6,23,23,35,23,15,34,100,34,32,79,83,78,60,71,74,5,68,70,69,64,58,89,59,35,69,65,61,56,46,34,79,50,76,23,57,45,93,29,61,91,40,51,35,46,36,0,1,4,6,4,91,96,91,36,79,27,91,36,91,51,99,91,98,39,31,2,86,100,80,70,67,41,22,47,59,25,21,23,24,23,84,89,65,100,33,84,11,85,66,43,67,95,73,100,82,50,48,39,25,60,18,10,18,16,29,58,85,71,40,81,39,60,37,12,85,1,2,6,4,5
2020-06-01,66,60,60,74,59,87,88,84,86,91,97,27,7,23,8,55,83,70,89,100,30,79,100,82,71,89,65,86,89,89,33,44,28,73,81,49,67,71,83,95,79,13,59,36,27,20,50,35,47,35,35,17,21,50,66,44,60,37,51,67,22,43,66,6,6,22,23,42,26,13,36,86,43,33,97,96,92,83,78,70,5,81,87,81,75,64,86,68,60,72,74,71,66,77,68,84,50,96,21,71,42,99,33,57,100,45,57,40,52,46,1,2,6,9,4,84,84,84,29,54,44,89,48,89,60,96,96,99,38,31,2,71,82,80,58,63,38,23,52,54,27,18,25,22,26,71,75,59,83,33,75,25,80,48,56,66,92,80,74,95,55,56,38,23,65,18,8,18,14,23,65,100,95,55,100,48,62,46,17,77,4,2,6,5,6
2020-07-01,61,59,64,77,57,99,93,87,87,98,79,24,8,19,6,49,76,59,61,86,31,100,81,100,100,100,75,100,100,100,33,41,29,57,88,50,77,70,83,100,100,13,66,32,32,26,50,42,46,40,42,15,23,49,81,42,59,36,52,69,23,40,60,8,7,22,21,39,29,14,39,84,51,32,100,100,97,89,84,71,5,100,91,86,77,85,85,81,78,85,76,87,75,99,96,91,49,100,22,71,39,100,45,54,94,47,61,41,53,48,1,2,6,9,4,80,85,80,33,48,56,92,62,92,68,93,99,93,59,20,2,67,71,77,48,66,38,22,49,53,24,22,24,26,24,70,70,57,70,34,77,16,79,50,54,63,92,79,68,97,57,74,34,22,74,17,8,17,13,21,64,99,87,59,93,42,62,45,18,77,19,1,3,6,5
2020-08-01,54,53,62,73,45,88,96,84,85,93,72,21,5,18,6,46,59,49,48,68,28,74,70,81,77,90,69,85,90,92,37,51,32,59,87,51,74,68,76,96,87,12,57,30,35,29,45,41,52,41,44,16,25,45,79,39,57,30,46,65,24,44,62,13,11,22,20,37,33,14,31,78,49,27,96,94,99,90,79,96,5,85,95,81,73,91,80,87,81,80,76,74,73,97,93,84,48,98,23,74,43,94,33,53,88,45,59,40,53,44,1,2,6,11,4,74,77,73,34,43,61,90,71,90,73,77,99,91,18,44,2,59,55,79,31,66,54,22,51,56,22,22,21,23,22,71,60,56,54,32,84,19,82,55,59,68,100,84,70,97,71,75,32,19,76,19,7,19,13,19,59,94,74,61,92,40,61,42,18,67,28,2,3,6,10
