date,569_cineplex,569_cinema,23_theatre,23_dance,47_honda,47_ford,815_honda,815_ford,170_driving,170_license,249_desjardins,249_blue cross,71_pizza pizza,71_pizza,276_restaurant,276_restaurants,634_clinic,634_dr,250_hopital,250_hospital,168_fire,168_emergency,437_anxiety,437_depression,11_home depot,11_ikea,29_mls,29_real estate,96_real real,96_remax,18_kijiji,18_walmart,67_air canada,67_hotel,179_hotels,179_hotel,5_google,5_apple,68_boots,68_shoes,78_xbox,78_videotron,696_or,696_bijoux,329_acces d,329_cra,95_staples,95_desk,423_bankruptcy,423_hollywoodpq,279_credit,279_mortgage,1160_pret,1160_business,813_student,813_tuition,466_calculator,466_mortgage,468_lease,468_calculator,46_plant,46_farm,750_forestry,750_forest,747_fish,747_salmon,121_circulaire,121_iga,123_smoke,123_cigarettes,697_boots,697_shoes,1176_printing,1176_vistaprint,1268_gas,1268_gas prices,288_bottle depot,288_plastic,248_side effects,248_pharmacy,30_hp,30_kingston,287_valve,287_generator,612_oscar,612_car wash,13_mail,13_google,31_java,31_windows,7_td,7_rbc,38_desjardins,38_insurance,969_lawyer,969_law,477_architecture,477_architects,25_circulaire,25_marketing,380_vet,380_animal hospital,1010_vacations,1010_voyage,726_acces d,726_acces,76_passport,76_canada,74_college,74_school,256_clinic,256_dr,508_assurance emploi,508_chomage,20_nhl,20_hockey,1199_abstract,1199_ordre,144_laser,144_hair removal,748_tractor,748_deere,48_construction,48_doors,255_clinique,255_clinique médicale,50_tracking,50_canada,664_logistics,664_distribution,60_jobs,60_job,802_jobs,802_developer,621_canning,621_kraft,1140_boat,1140_kayak,841_superstore,841_walmart,289_trailers,289_trucks,665_ship,665_traversier,662_air france,662_air,354_customs,354_canada,666_railway,666_rail,1150_tracking,1150_canada,277_beer,277_lcbo,650_doors,650_portail,651_pont,651_bridge,652_contracting,652_contractors,158_home depot,158_paint,1143_netflix,1143_dvd,70_gift,70_birthday,271_appliances,271_vacuum,270_ikea,270_furniture,794_gps,794_garmin,233_gas,233_hydro,473_auto,473_cars,1339_carpool,1339_ride,932_fifa,932_madden,882_pet,882_dog,94_fitness,94_yoga,293_bridal,293_wedding,205_car rental,205_taxi,208_niagara falls,208_toronto,1081_cottage,1081_rentals,73_walmart,73_store,1188_gps,1188_garmin,185_louis vuitton,185_fashion,610_ford,610_truck,206_cruise,206_cruises,1003_luggage,1003_backpack,918_pizza pizza,918_pizza,355_livres,355_librairie,145_massage,145_spa,894_macbeth,894_theatre,960_emploi,960_quebec emploi,961_resume,961_cover letter,378_for rent,378_rent,465_home insurance,465_insurance,1164_survival,1164_economist,784_finance,784_dow,1209_bbc,1209_news,396_election,396_election results,408_toronto,408_news,832_carpet,832_flooring,952_piscine,952_pool,1139_td,1139_monnex,107_tsx,107_stock,903_rrsp,903_ttc,343_access,343_sql,77_paypal,77_sql,278_tva,278_tax,1300_omnivox,1300_cegep,730_git,730_github,341_salesforce,341_crm,334_expo,334_exhibition,314_security,314_avg,718_accenture,718_outsourcing,728_server,728_servers,1162_cra,1162_cra login,53_godaddy,53_domain,342_dashboard,342_erp,1159_project,1159_management,1214_trailers,1214_trucks,670_potash,670_homemade,12_acces d,12_canada post,566_fabric,566_fabric fabric,672_epoxy,672_glue,673_couleurs,673_couleur,49_covid,49_manufacturing
2013-02-01,51,59,41,59,60,67,48,61,53,38,59,74,52,52,50,34,37,49,83,63,54,6,64,55,27,43,79,37,31,78,91,29,80,60,31,52,71,55,23,58,38,83,1,43,81,7,62,18,19,31,41,35,64,14,43,54,84,38,39,61,9,28,22,35,28,35,31,26,45,63,23,57,59,36,10,9,25,38,68,13,45,59,57,58,100,21,67,96,30,44,55,78,92,49,52,58,37,38,29,55,34,40,46,66,81,82,28,58,59,71,42,49,22,14,37,38,53,47,81,74,56,47,65,75,40,55,15,31,51,49,78,51,43,31,7,24,23,44,25,27,51,59,25,15,11,22,21,27,24,41,15,26,37,21,74,14,20,43,71,49,27,31,68,53,15,49,57,34,30,57,24,31,46,19,36,45,8,37,3,12,39,40,80,82,54,50,41,42,37,35,24,49,26,53,24,31,45,52,72,66,66,63,44,15,45,45,55,40,68,65,15,29,88,82,45,58,36,40,14,29,27,33,26,1,39,40,0,0,75,61,62,51,11,22,65,44,8,5,67,49,30,39,89,38,27,57,84,72,40,25,39,24,35,12,53,15,23,17,34,80,7,0,78,19,11,40,77,44,51,61,39,50,82,25,44,44,17,12,47,47,0,30
2013-03-01,54,56,47,61,70,72,62,69,61,34,62,72,52,52,47,33,35,46,75,66,58,6,64,54,33,45,92,44,33,84,96,32,74,59,35,54,70,52,20,69,39,89,1,47,81,9,58,18,19,47,43,40,53,18,33,60,93,42,45,64,13,36,23,38,37,36,29,28,42,69,20,69,58,33,9,7,28,43,57,14,46,60,61,57,14,23,69,97,28,44,62,80,97,51,53,61,38,38,26,57,35,35,41,48,81,81,26,56,55,54,42,47,16,18,39,35,37,45,84,77,61,50,67,81,37,52,15,30,53,46,79,49,45,29,8,25,23,45,27,30,59,68,24,16,11,23,23,30,27,40,14,26,45,24,81,11,16,41,69,52,34,35,68,54,13,49,55,38,32,68,28,41,46,19,38,48,7,34,4,11,41,42,80,90,53,48,42,43,42,34,28,50,29,53,29,41,43,55,80,66,50,59,45,16,45,45,52,31,67,59,25,30,87,79,44,56,41,50,15,32,31,33,27,1,42,44,0,0,75,66,63,60,16,22,64,41,7,4,37,41,30,37,91,36,27,77,82,62,40,31,39,23,27,12,52,15,20,23,36,92,9,1,77,21,8,36,66,45,59,69,33,43,82,24,43,45,18,11,54,50,0,34
2013-04-01,44,51,45,65,76,74,67,69,60,36,56,73,48,48,45,33,36,50,81,68,56,8,66,57,39,46,91,45,37,79,100,31,66,56,32,53,68,46,18,73,34,84,1,43,84,11,58,19,17,69,45,39,51,17,40,62,93,41,48,65,15,34,22,39,42,38,25,24,38,65,17,73,62,34,9,8,28,45,52,16,42,60,60,54,6,22,66,97,27,43,67,83,98,55,61,68,38,35,28,55,38,40,32,37,84,85,25,56,56,57,43,50,16,14,47,27,32,41,76,69,69,65,70,79,38,52,16,33,60,44,82,52,47,30,10,20,27,50,24,27,67,71,23,22,11,21,21,28,25,47,15,27,39,21,79,12,20,41,76,55,40,37,62,48,13,47,60,42,32,66,26,41,46,23,39,51,7,25,2,11,39,42,81,85,51,47,41,37,39,28,30,50,28,51,26,41,44,46,77,72,44,56,43,17,41,41,65,33,68,60,40,30,87,78,45,59,43,51,20,33,26,30,26,1,52,55,0,0,77,68,63,57,22,24,80,55,7,4,30,40,31,39,88,38,27,80,94,65,40,27,42,24,28,13,53,17,19,48,31,82,11,1,69,19,10,35,65,44,67,73,35,47,85,26,47,47,19,12,44,48,0,35
2013-05-01,58,59,46,65,77,76,68,72,66,39,60,64,47,47,49,37,36,49,80,66,57,7,59,52,46,42,85,44,35,77,100,33,61,55,34,52,69,43,13,69,60,82,1,44,86,6,52,15,15,78,43,37,44,15,42,52,91,40,47,76,24,36,25,43,46,42,30,30,38,70,12,71,55,34,12,11,34,47,62,15,38,58,63,52,4,23,66,100,24,41,70,87,99,55,61,67,31,36,30,47,43,44,25,31,86,86,24,52,49,58,45,49,17,9,47,25,59,39,92,81,65,75,73,82,39,50,16,30,50,48,82,51,42,40,8,23,36,52,27,34,67,76,24,26,10,21,20,29,30,39,15,24,50,26,82,12,30,47,89,63,47,38,60,44,15,46,60,35,31,53,29,45,53,20,38,49,7,34,3,11,41,41,67,76,45,51,45,41,49,39,38,51,32,54,29,45,44,38,75,75,45,57,38,16,40,40,49,29,68,60,45,32,91,41,44,54,41,50,24,36,20,31,26,1,47,52,1,2,98,78,57,51,37,32,74,49,7,4,20,45,28,38,87,37,22,27,87,62,40,27,40,23,25,9,52,16,18,20,31,80,6,1,63,19,14,37,63,41,67,77,33,55,86,24,41,41,22,11,45,45,0,30
2013-06-01,64,71,45,64,76,74,66,69,64,36,54,67,50,50,50,38,36,48,73,66,56,13,62,47,42,43,84,43,32,72,98,35,65,60,39,54,65,56,14,64,56,74,1,54,84,5,52,17,18,82,42,36,45,13,50,46,86,40,41,70,20,47,19,35,43,44,32,29,43,71,13,64,56,33,9,8,31,45,60,15,40,61,56,53,4,22,65,99,25,41,68,85,96,54,62,67,29,30,36,33,41,44,26,40,85,85,26,51,46,61,44,49,17,10,31,19,51,32,72,73,66,68,73,72,37,46,15,30,54,45,83,47,47,35,10,17,39,59,28,32,70,73,25,35,10,21,20,26,28,57,14,24,56,26,72,12,22,45,70,52,43,40,66,52,17,47,59,34,32,60,31,48,53,21,38,52,5,24,6,11,40,43,74,75,46,63,49,46,56,50,48,56,32,55,31,48,47,36,74,76,49,59,44,17,43,43,48,37,62,56,32,34,69,66,42,48,44,53,23,41,25,29,23,1,46,50,0,0,86,77,62,52,31,34,93,58,6,4,19,39,29,34,84,33,24,23,39,44,39,27,47,26,24,15,48,12,26,18,30,90,5,0,57,18,12,41,54,40,69,76,28,52,85,23,39,39,22,13,44,43,0,32
2013-07-01,71,81,44,54,81,77,70,73,70,44,58,68,51,51,50,39,40,50,72,68,66,8,55,42,41,46,85,45,35,69,94,38,69,67,54,60,60,50,17,59,36,75,1,48,85,5,52,18,22,88,46,36,43,15,55,53,86,40,44,71,15,49,18,34,41,56,30,28,44,74,17,59,52,31,12,11,39,43,57,15,41,66,65,59,5,24,65,94,21,41,77,94,99,58,62,69,26,34,30,34,45,45,26,41,85,85,30,53,42,35,49,50,15,18,15,13,32,31,77,80,62,68,69,76,37,49,16,33,55,41,80,46,46,34,25,30,53,68,27,32,67,75,23,52,11,22,23,33,35,48,15,26,51,25,76,5,34,41,88,59,43,41,66,53,14,44,62,36,34,64,34,51,51,42,39,50,8,37,3,16,46,46,74,75,46,63,56,46,74,63,55,65,35,60,35,51,48,38,82,71,54,64,44,22,44,44,50,40,66,60,14,33,66,67,40,44,50,58,27,43,23,28,24,1,60,62,0,0,87,80,66,54,37,35,100,66,8,4,17,61,28,34,88,33,25,22,17,32,46,27,46,24,25,33,50,12,16,12,35,96,5,1,74,17,11,35,57,40,66,78,50,49,85,24,41,41,18,11,33,38,0,28
2013-08-01,61,79,43,64,80,76,72,74,68,42,59,63,52,52,53,37,38,49,73,64,55,7,55,42,37,54,80,45,35,68,96,38,69,67,52,61,61,55,23,69,40,87,1,44,87,4,68,21,15,85,45,36,44,13,62,73,80,39,45,70,14,44,15,33,38,67,31,27,44,77,22,70,53,32,9,8,40,45,51,15,46,63,60,53,5,24,64,92,20,41,74,88,98,57,58,59,28,33,30,30,43,45,30,35,87,87,25,49,55,54,46,50,16,14,7,16,34,29,72,73,65,69,65,70,38,54,16,32,56,50,82,43,45,24,66,24,48,58,27,32,63,77,27,43,10,21,25,33,27,40,15,26,55,27,70,9,24,42,85,53,39,41,77,57,16,45,61,38,39,73,34,49,51,21,39,48,8,33,3,38,47,45,68,76,46,62,52,48,74,67,40,56,34,63,34,49,53,40,76,71,56,68,46,40,44,44,79,45,72,61,6,31,79,74,38,40,45,54,26,40,25,26,24,1,49,50,0,0,74,79,66,58,20,24,96,59,6,4,19,45,28,33,89,33,22,19,65,72,39,23,44,22,32,44,51,13,23,12,31,90,4,0,66,19,11,32,56,38,63,79,58,48,88,24,43,43,20,12,34,34,0,28
2013-09-01,39,51,46,69,72,71,64,68,62,36,59,63,49,49,47,30,39,50,83,65,60,7,59,44,33,45,77,40,29,67,92,36,65,54,33,47,72,81,35,71,42,91,1,41,79,4,65,21,13,61,42,33,44,14,61,74,81,37,43,59,13,46,19,37,39,78,29,25,46,70,29,72,60,33,9,8,33,47,50,15,49,65,68,52,5,18,64,87,24,42,69,82,92,54,59,67,33,35,32,40,41,40,33,41,79,80,24,47,63,72,48,51,16,11,17,31,48,44,66,63,63,66,63,72,40,56,16,30,53,53,82,45,47,29,83,17,27,43,27,34,53,75,29,23,11,20,21,27,27,38,15,25,43,22,72,13,20,34,79,54,34,36,71,55,14,49,64,38,33,68,28,40,50,21,37,46,9,33,7,28,43,40,79,87,44,52,40,46,41,32,17,41,34,60,28,40,42,51,75,65,49,60,39,22,42,42,55,43,65,53,11,30,86,37,45,51,38,44,22,38,26,33,24,1,51,54,0,0,67,74,62,55,14,20,77,52,6,4,17,40,29,33,84,33,24,19,82,64,40,29,45,23,30,23,52,14,25,10,29,74,4,0,62,19,9,37,65,47,53,77,41,48,80,23,42,42,22,13,69,46,0,32
2013-10-01,43,50,47,54,68,71,61,65,56,33,56,63,51,51,47,28,41,49,81,61,61,7,59,51,32,40,64,36,29,59,83,37,65,49,29,46,73,65,44,66,39,75,1,45,74,4,59,20,15,100,41,30,37,12,38,41,72,33,39,61,12,53,21,44,37,67,33,26,40,68,42,67,63,35,8,7,27,48,55,15,42,62,64,48,4,15,62,86,30,42,61,83,89,51,61,70,36,34,39,43,43,43,39,48,74,74,23,51,53,60,49,50,16,10,32,38,60,43,60,54,60,64,63,66,38,54,17,29,55,53,76,42,49,39,31,16,18,34,28,35,52,70,23,17,8,16,20,25,23,44,17,25,40,22,66,14,21,39,66,52,32,33,70,54,16,44,63,36,31,65,25,34,50,20,35,42,5,33,4,19,43,41,66,78,41,47,37,48,38,29,13,37,32,60,25,34,42,47,73,71,42,54,37,16,44,44,46,31,69,53,30,35,79,56,39,48,34,38,18,35,20,35,26,1,42,47,1,1,66,71,59,53,11,28,79,45,7,5,20,37,27,34,83,33,21,19,87,61,46,31,54,27,24,14,52,16,29,18,27,68,4,0,68,19,10,44,72,47,52,71,38,46,74,23,47,47,20,11,57,45,0,34
2013-11-01,65,55,54,52,62,75,56,70,42,28,55,64,54,54,49,27,37,49,78,62,58,7,63,53,33,42,55,30,24,52,80,64,61,49,26,42,80,66,59,70,75,75,1,57,69,4,75,21,14,93,44,29,37,14,34,38,67,31,38,63,10,33,16,39,33,37,36,27,45,68,59,72,62,54,8,7,25,41,55,15,43,59,63,60,5,19,62,87,27,42,69,84,86,49,58,65,33,34,45,41,38,40,39,48,69,69,23,49,51,57,46,49,17,12,27,34,47,40,60,58,57,54,59,61,39,57,19,32,57,47,75,41,32,27,14,16,13,33,28,47,46,67,27,14,8,15,19,27,28,44,18,27,39,22,60,15,53,40,66,43,35,31,75,53,27,42,67,42,32,73,27,33,47,26,32,41,7,37,4,20,42,39,65,79,36,33,36,52,36,25,12,35,50,75,27,32,46,39,68,64,41,50,49,19,50,50,58,41,68,56,35,37,71,65,37,42,32,34,19,33,23,31,24,1,40,42,1,0,88,76,66,51,9,21,60,37,7,5,21,32,28,35,91,35,25,20,74,57,40,29,52,25,32,11,52,15,21,19,28,65,3,0,77,18,12,43,74,43,46,69,29,47,70,26,46,46,16,13,50,44,0,34
2013-12-01,76,59,55,48,56,63,47,60,43,27,54,62,59,59,49,28,40,43,73,63,54,7,58,52,33,42,46,26,24,40,74,79,71,48,26,39,73,74,60,69,67,85,1,75,79,3,84,20,14,89,41,24,29,12,34,35,54,27,35,50,9,32,18,32,29,27,39,34,48,61,61,70,54,45,8,7,29,39,48,16,45,70,55,76,7,26,64,82,23,41,77,83,91,43,52,61,29,26,48,30,37,39,54,47,79,79,22,47,45,51,47,42,19,15,30,39,38,31,67,74,67,61,48,50,37,56,28,50,40,43,63,32,24,30,10,17,12,28,42,74,38,68,28,18,8,16,19,24,25,38,27,45,54,52,50,13,50,42,58,35,35,27,95,56,63,37,68,46,33,64,28,39,48,62,30,38,6,36,5,25,46,40,72,71,29,30,37,72,39,23,12,37,70,90,28,39,54,39,64,62,39,50,60,20,55,54,71,60,78,69,30,37,48,52,27,27,29,29,12,27,24,28,23,1,40,41,0,0,70,66,52,40,7,19,55,31,7,4,23,50,26,27,96,26,21,21,67,49,37,25,44,20,19,9,49,14,10,13,31,74,3,0,74,16,7,30,62,35,38,68,38,54,79,44,39,39,15,11,41,47,0,26
2014-01-01,63,54,43,60,60,69,55,70,57,36,57,82,57,57,48,29,47,54,88,66,57,9,69,63,33,47,64,40,28,62,77,41,85,60,38,49,79,58,43,59,43,88,1,45,77,5,75,23,16,85,51,36,59,15,44,60,83,39,45,70,10,33,20,37,38,35,34,31,47,73,42,58,59,43,8,6,28,43,54,18,48,63,64,80,35,29,64,81,28,46,69,86,95,55,60,67,37,36,41,41,42,42,85,85,77,77,38,63,62,74,56,56,22,16,32,45,53,42,69,69,67,56,63,60,47,78,20,37,53,50,91,48,53,39,10,16,20,39,29,40,48,74,28,21,10,21,17,22,30,44,20,32,42,21,60,16,18,46,69,50,33,33,100,51,17,49,67,40,35,73,24,33,51,25,35,41,4,32,4,21,46,42,93,100,61,62,41,57,43,27,24,51,37,56,24,33,42,42,78,68,61,75,49,18,49,49,75,39,73,60,33,32,82,72,46,59,42,48,20,37,24,31,28,1,39,43,0,0,68,77,60,54,11,19,73,41,8,5,43,40,31,34,92,34,27,34,50,58,45,31,51,26,36,14,51,14,28,15,31,75,5,1,84,21,12,43,75,49,48,74,32,51,78,30,45,45,18,14,52,47,0,31
2014-02-01,58,50,47,56,58,69,51,66,54,30,61,72,56,56,51,31,41,51,87,66,57,8,67,56,30,44,68,40,32,71,78,37,72,59,33,49,76,51,31,55,39,79,1,53,72,7,70,21,16,77,46,36,65,16,32,47,80,39,44,62,10,31,22,40,36,35,35,29,44,74,28,54,59,45,9,9,27,45,53,16,43,58,64,59,24,28,62,78,26,43,63,86,93,50,62,70,36,38,35,41,40,40,62,63,72,72,31,62,53,67,51,50,18,18,20,100,44,47,65,64,55,55,68,68,46,70,18,33,54,54,90,47,52,35,8,12,23,38,26,41,49,70,25,12,10,21,17,21,26,39,18,28,48,22,68,14,15,41,71,50,31,33,87,50,17,51,56,39,35,62,23,32,52,23,37,43,8,35,3,17,46,41,76,89,50,49,42,51,39,39,22,51,33,55,24,32,44,43,82,68,50,65,52,19,46,46,55,33,73,64,17,35,85,73,45,58,43,50,21,37,26,23,29,1,42,42,0,0,63,63,61,52,10,15,64,39,8,5,70,37,29,36,89,36,29,63,62,66,51,36,56,28,41,13,51,13,19,23,33,75,7,1,84,21,18,43,70,44,49,72,36,51,73,27,44,44,19,12,49,47,0,35
2014-03-01,61,54,44,60,69,76,65,75,61,36,60,75,56,56,48,30,45,51,81,64,62,8,70,54,35,48,79,45,32,75,83,40,73,61,35,49,76,50,31,68,44,79,1,42,68,10,66,22,16,86,54,44,64,18,41,64,95,46,53,79,12,35,18,42,43,42,38,29,48,70,26,67,63,52,9,8,31,47,57,17,43,63,68,59,89,31,65,78,26,44,79,87,95,55,64,69,38,37,40,43,41,46,48,60,68,68,31,56,52,55,52,53,20,13,34,33,43,45,91,85,60,53,69,73,41,57,20,33,61,48,91,47,45,36,23,14,23,44,25,40,52,72,26,13,14,26,18,24,30,42,19,28,48,22,72,12,26,43,72,54,36,36,82,48,15,50,58,42,37,72,24,34,53,22,42,46,8,36,3,12,47,44,75,90,52,50,41,52,44,35,30,51,35,57,25,34,39,50,84,76,48,64,48,20,51,51,50,33,71,62,23,32,85,71,43,57,50,56,23,37,26,28,28,1,68,69,1,0,66,71,65,61,15,20,59,36,8,5,49,35,31,34,89,33,30,88,60,54,50,43,49,30,29,13,48,14,25,18,29,76,10,1,87,20,13,41,69,45,52,74,32,48,68,27,46,46,20,12,50,53,0,33
2014-04-01,55,51,44,67,81,80,75,79,62,38,62,82,57,57,48,30,45,52,80,65,57,8,68,55,46,49,82,46,35,75,84,42,65,57,34,48,74,47,21,75,35,80,1,45,72,13,61,23,13,78,50,41,51,13,40,69,97,44,52,71,16,41,20,43,46,44,40,32,46,88,20,74,65,47,14,12,37,52,57,17,41,64,65,58,7,31,64,78,27,46,87,91,94,57,64,71,36,33,40,42,45,49,29,42,73,73,26,55,52,56,52,52,14,14,44,27,52,37,74,70,71,67,74,76,42,62,20,36,53,51,91,47,58,35,8,12,27,49,30,43,71,81,31,23,10,20,18,28,29,44,19,30,53,25,76,12,27,43,87,64,44,39,77,42,15,48,64,43,40,70,24,39,54,23,45,49,6,27,3,11,47,43,73,83,46,49,42,49,45,28,33,51,39,57,25,39,39,40,81,81,40,51,42,21,52,52,52,33,68,59,37,33,77,66,45,55,52,57,24,39,26,24,26,1,51,54,1,1,65,68,68,60,19,23,71,48,7,4,34,34,29,35,93,34,27,79,63,56,52,40,60,29,26,11,57,15,16,17,31,68,13,2,86,17,15,43,69,43,71,85,30,49,73,28,46,46,25,14,49,49,0,36
2014-05-01,57,47,50,67,84,80,76,77,69,37,63,79,56,56,53,34,45,55,83,67,58,7,66,52,54,47,81,47,35,75,86,44,64,57,38,51,74,45,16,75,31,75,1,50,81,8,60,21,15,73,50,43,43,17,43,61,95,45,53,72,27,42,19,46,48,52,39,34,55,96,16,74,59,48,11,9,36,49,55,18,39,62,68,58,5,27,65,78,24,42,89,90,100,59,68,71,33,36,40,39,50,51,25,36,81,81,26,53,47,59,53,55,12,14,46,31,50,39,79,72,80,82,74,87,43,63,19,34,59,48,93,46,46,38,13,9,36,55,32,45,70,84,26,23,9,21,20,26,34,45,18,27,61,26,87,13,31,44,94,61,52,42,70,43,17,51,61,45,37,68,27,45,56,22,43,45,5,28,5,14,49,46,64,81,49,62,46,51,59,36,40,55,41,61,27,45,42,37,78,77,43,54,46,20,50,50,48,35,71,63,46,33,75,65,44,52,47,55,22,38,28,28,25,1,49,51,1,0,72,74,72,59,36,32,73,45,7,4,25,36,30,35,94,35,24,41,61,53,50,38,58,26,20,15,46,13,21,17,26,66,8,1,90,18,15,47,66,43,70,87,28,52,82,26,46,46,26,15,45,51,0,33
2014-06-01,65,50,44,63,81,76,71,72,69,42,62,79,54,54,49,32,42,56,77,68,61,9,64,48,48,44,81,45,34,75,84,47,67,60,41,52,66,47,14,66,31,75,1,46,78,7,64,21,17,89,48,39,45,17,51,56,93,42,49,75,22,51,18,71,53,47,35,30,51,89,14,66,56,42,13,12,38,48,48,17,37,63,69,56,6,28,65,74,22,41,86,90,97,58,72,73,31,33,35,34,50,47,28,35,78,78,29,52,44,62,51,55,16,12,25,16,53,35,73,72,72,74,75,78,43,66,19,34,53,50,88,42,54,39,11,14,45,65,31,46,68,84,28,37,10,20,19,27,26,41,18,27,67,29,78,12,41,46,89,64,47,44,77,45,19,52,64,41,35,57,30,48,58,24,42,47,9,40,100,14,53,48,60,69,44,58,53,54,55,44,47,59,43,62,30,48,39,32,82,76,46,60,45,19,50,50,58,36,69,57,31,32,62,62,41,46,47,56,26,42,24,17,24,1,50,56,3,2,69,72,67,55,42,39,79,48,7,4,23,38,31,36,90,36,25,24,24,36,55,35,62,28,22,16,42,14,17,13,26,70,6,1,87,18,18,35,63,44,65,85,25,57,78,25,45,45,24,14,36,51,0,33
2014-07-01,66,63,42,56,82,82,71,77,79,56,64,76,56,56,56,39,45,54,77,70,86,8,61,46,46,52,78,47,36,69,85,49,71,69,54,58,62,49,19,62,32,74,1,44,76,6,64,23,16,80,53,37,35,18,58,56,88,41,50,81,16,53,16,54,43,62,39,32,53,89,20,61,54,42,10,9,40,49,51,18,40,67,70,62,5,26,65,71,23,42,91,92,99,61,71,74,27,32,44,34,50,55,32,41,77,76,31,56,40,34,54,54,21,12,11,12,40,31,78,75,68,71,72,82,42,60,22,38,63,52,87,42,62,25,23,18,55,76,32,46,72,82,30,52,9,31,23,33,27,45,21,31,63,28,82,7,36,55,94,57,47,45,78,47,16,48,68,41,41,65,33,51,54,24,42,46,9,41,59,19,56,49,62,69,48,65,62,54,81,62,63,68,45,62,33,51,43,32,80,84,52,71,46,32,53,53,47,33,75,62,12,35,56,59,41,42,51,60,28,46,25,28,27,1,57,59,0,0,67,72,68,61,34,37,83,51,8,5,22,31,30,35,91,35,23,24,12,30,54,34,65,24,20,33,43,12,15,12,30,88,6,1,82,17,15,42,64,44,72,85,25,49,77,29,48,48,21,14,38,45,0,32
2014-08-01,72,67,38,68,80,82,70,78,72,48,60,68,60,60,57,41,44,54,80,67,69,8,62,65,46,59,78,45,33,75,85,51,72,69,55,61,63,56,24,71,38,83,1,42,81,5,81,29,17,71,50,35,43,12,64,78,84,39,52,79,15,50,17,46,48,83,40,31,50,92,24,71,54,46,10,8,42,46,57,16,45,68,65,60,5,27,65,72,21,42,88,91,95,59,66,69,29,32,46,29,50,51,35,42,81,81,27,48,53,55,53,53,21,13,8,16,51,37,83,71,73,67,69,82,43,58,20,36,49,44,87,39,51,34,69,15,52,83,35,49,72,78,29,58,11,23,24,33,28,55,19,29,63,31,82,10,27,69,78,55,47,45,80,48,17,48,68,45,49,74,32,49,55,23,43,48,9,41,6,54,53,50,60,75,43,64,56,56,84,66,44,60,45,68,32,49,45,39,87,77,52,73,51,52,54,54,56,46,79,66,5,33,68,66,39,40,48,56,29,44,26,28,24,1,57,63,0,0,60,72,66,60,25,26,82,50,8,4,21,36,30,31,93,30,25,22,55,69,51,35,58,25,29,44,44,12,14,9,29,90,4,1,81,18,13,32,63,37,69,81,25,54,81,27,45,45,27,13,49,43,0,32
2014-09-01,42,40,49,73,73,80,65,76,63,39,64,75,55,55,50,35,48,58,90,72,67,8,65,56,40,52,69,41,33,70,80,48,71,56,35,49,82,100,42,74,39,95,1,49,76,4,72,26,21,84,52,35,40,19,59,76,83,39,55,76,13,52,20,48,41,94,39,30,47,82,36,74,63,48,8,6,36,51,57,19,45,69,68,58,5,24,68,88,26,45,87,87,92,56,70,71,40,35,35,42,47,46,38,46,76,76,27,52,62,80,56,57,17,11,14,27,55,47,72,64,68,73,70,84,45,62,22,35,63,48,88,43,58,47,80,11,30,68,33,47,57,77,31,26,14,23,20,26,28,44,21,30,45,25,83,15,24,42,84,59,42,41,81,46,16,52,64,42,42,76,27,41,54,23,40,43,10,39,9,36,48,44,69,81,40,62,44,54,46,32,18,44,43,65,27,41,37,52,85,71,48,66,49,30,49,50,60,43,78,58,8,32,75,67,47,50,44,52,22,40,24,29,26,1,66,71,1,0,65,70,69,59,16,19,79,50,8,4,21,39,27,36,96,35,32,22,67,64,56,38,63,30,34,25,49,12,22,15,26,64,4,1,81,19,13,53,72,50,57,80,31,48,77,27,46,46,24,14,63,56,0,35
2014-10-01,54,48,48,57,69,76,65,72,53,37,58,71,58,58,51,32,47,56,75,65,65,8,69,55,37,46,59,36,28,60,77,45,65,51,29,43,81,70,53,67,32,86,1,43,74,4,70,25,18,60,54,32,41,18,37,46,75,35,48,71,13,57,16,50,41,78,38,30,45,76,52,69,61,48,13,12,28,48,54,19,41,59,73,67,10,19,63,86,27,41,84,88,90,55,69,70,37,31,36,41,43,45,41,48,75,75,25,53,51,65,56,55,15,12,34,38,62,40,59,61,73,70,65,75,45,65,22,35,60,49,84,39,53,43,30,10,18,59,33,44,54,73,31,20,9,20,20,26,25,50,21,29,41,25,75,17,36,38,78,54,38,38,74,42,17,46,67,42,37,73,25,33,56,22,38,42,6,34,5,20,47,42,61,75,37,46,41,49,41,25,13,39,40,61,25,33,39,39,83,74,43,53,48,21,54,54,59,35,76,58,26,33,72,61,41,43,38,44,23,38,21,29,28,2,54,59,3,3,71,74,63,58,12,26,78,48,9,5,22,30,29,36,91,36,38,23,59,59,56,43,63,30,31,11,46,14,13,22,24,56,4,1,92,17,13,52,79,47,53,76,25,54,75,28,51,51,22,16,66,58,0,34
